size,year,buyer,totalS,totalK,total,index
560038,1804,Settlers (Sold by Sulpicians),263911918,287857174,551769092,823
393645,1804,Settlers (Sold by Sulpicians),264305563,287463529,551769092,824
351694,1804,Settlers (Sold by Sulpicians),264657257,287111835,551769092,825
195445,1804,Settlers (Sold by Sulpicians),264852702,286916390,551769092,826
258356,1804,Settlers (Sold by Sulpicians),265111058,286658034,551769092,827
295347,1804,Settlers (Sold by Sulpicians),265406405,286362687,551769092,828
286192,1804,Settlers (Sold by Sulpicians),265692597,286076495,551769092,829
310938,1804,Settlers (Sold by Sulpicians),266003535,285765557,551769092,830
240460,1804,Settlers (Sold by Sulpicians),266243995,285525097,551769092,831
280652,1804,Settlers (Sold by Sulpicians),266524647,285244445,551769092,832
240495,1804,Settlers (Sold by Sulpicians),266765142,285003950,551769092,833
225498,1804,Settlers (Sold by Sulpicians),266990640,284778452,551769092,834
468161,1804,Settlers (Sold by Sulpicians),267458801,284310291,551769092,835
280688,1804,Settlers (Sold by Sulpicians),267739489,284029603,551769092,836
303061,1804,Settlers (Sold by Sulpicians),268042550,283726542,551769092,837
290548,1804,Settlers (Sold by Sulpicians),268333098,283435994,551769092,838
271226,1804,Settlers (Sold by Sulpicians),268604324,283164768,551769092,839
245159,1804,Settlers (Sold by Sulpicians),268849483,282919609,551769092,840
292779,1804,Settlers (Sold by Sulpicians),269142262,282626830,551769092,841
282524,1804,Settlers (Sold by Sulpicians),269424786,282344306,551769092,842
288214,1804,Settlers (Sold by Sulpicians),269713000,282056092,551769092,843
280679,1804,Settlers (Sold by Sulpicians),269993679,281775413,551769092,844
387150,1804,Settlers (Sold by Sulpicians),270380829,281388263,551769092,845
287092,1804,Settlers (Sold by Sulpicians),270667921,281101171,551769092,846
318999,1804,Settlers (Sold by Sulpicians),270986920,280782172,551769092,847
301115,1804,Settlers (Sold by Sulpicians),271288035,280481057,551769092,848
289284,1804,Settlers (Sold by Sulpicians),271577319,280191773,551769092,849
281007,1804,Settlers (Sold by Sulpicians),271858326,279910766,551769092,850
280380,1804,Settlers (Sold by Sulpicians),272138706,279630386,551769092,851
233087,1804,Settlers (Sold by Sulpicians),272371793,279397299,551769092,852
245840,1804,Settlers (Sold by Sulpicians),272617633,279151459,551769092,853
275217,1804,Settlers (Sold by Sulpicians),272892850,278876242,551769092,854
241949,1804,Settlers (Sold by Sulpicians),273134799,278634293,551769092,855
246094,1804,Settlers (Sold by Sulpicians),273380893,278388199,551769092,856
247420,1804,Settlers (Sold by Sulpicians),273628313,278140779,551769092,857
214817,1804,Settlers (Sold by Sulpicians),273843130,277925962,551769092,858
297972,1804,Settlers (Sold by Sulpicians),274141102,277627990,551769092,859
220830,1804,Settlers (Sold by Sulpicians),274361932,277407160,551769092,860
285471,1804,Settlers (Sold by Sulpicians),274647403,277121689,551769092,861
272184,1804,Settlers (Sold by Sulpicians),274919587,276849505,551769092,862
251276,1804,Settlers (Sold by Sulpicians),275170863,276598229,551769092,863
247381,1804,Settlers (Sold by Sulpicians),275418244,276350848,551769092,864
244570,1804,Settlers (Sold by Sulpicians),275662814,276106278,551769092,865
275630,1804,Settlers (Sold by Sulpicians),275938444,275830648,551769092,866
236958,1804,Settlers (Sold by Sulpicians),276175402,275593690,551769092,867
292901,1804,Settlers (Sold by Sulpicians),276468303,275300789,551769092,868
228682,1804,Settlers (Sold by Sulpicians),276696985,275072107,551769092,869
273880,1804,Settlers (Sold by Sulpicians),276970865,274798227,551769092,870
239914,1804,Settlers (Sold by Sulpicians),277210779,274558313,551769092,871
288907,1804,Settlers (Sold by Sulpicians),277499686,274269406,551769092,872
273136,1804,Settlers (Sold by Sulpicians),277772822,273996270,551769092,873
286932,1804,Settlers (Sold by Sulpicians),278059754,273709338,551769092,874
228323,1804,Settlers (Sold by Sulpicians),278288077,273481015,551769092,875
243054,1804,Settlers (Sold by Sulpicians),278531131,273237961,551769092,876
274302,1804,Settlers (Sold by Sulpicians),278805433,272963659,551769092,877
281739,1804,Settlers (Sold by Sulpicians),279087172,272681920,551769092,878
258405,1804,Settlers (Sold by Sulpicians),279345577,272423515,551769092,879
299936,1804,Settlers (Sold by Sulpicians),279645513,272123579,551769092,880
270529,1804,Settlers (Sold by Sulpicians),279916042,271853050,551769092,881
266319,1804,Settlers (Sold by Sulpicians),280182361,271586731,551769092,882
262253,1804,Settlers (Sold by Sulpicians),280444614,271324478,551769092,883
265955,1804,Settlers (Sold by Sulpicians),280710569,271058523,551769092,884
283017,1804,Settlers (Sold by Sulpicians),280993586,270775506,551769092,885
262362,1804,Settlers (Sold by Sulpicians),281255948,270513144,551769092,886
271603,1804,Settlers (Sold by Sulpicians),281527551,270241541,551769092,887
304713,1804,Settlers (Sold by Sulpicians),281832264,269936828,551769092,888
281048,1804,Settlers (Sold by Sulpicians),282113312,269655780,551769092,889
280871,1804,Settlers (Sold by Sulpicians),282394183,269374909,551769092,890
270281,1804,Settlers (Sold by Sulpicians),282664464,269104628,551769092,891
275409,1804,Settlers (Sold by Sulpicians),282939873,268829219,551769092,892
287471,1804,Settlers (Sold by Sulpicians),283227344,268541748,551769092,893
279066,1804,Settlers (Sold by Sulpicians),283506410,268262682,551769092,894
311541,1804,Settlers (Sold by Sulpicians),283817951,267951141,551769092,895
196239,1804,Settlers (Sold by Sulpicians),284014190,267754902,551769092,896
295470,1804,Settlers (Sold by Sulpicians),284309660,267459432,551769092,897
352312,1804,Settlers (Sold by Sulpicians),284661972,267107120,551769092,898
384918,1804,Settlers (Sold by Sulpicians),285046890,266722202,551769092,899
272541,1804,Settlers (Sold by Sulpicians),285319431,266449661,551769092,900
266823,1804,Settlers (Sold by Sulpicians),285586254,266182838,551769092,901
325187,1804,Settlers (Sold by Sulpicians),285911441,265857651,551769092,902
296005,1804,Settlers (Sold by Sulpicians),286207446,265561646,551769092,903
335433,1804,Settlers (Sold by Sulpicians),286542879,265226213,551769092,904
311972,1804,Settlers (Sold by Sulpicians),286854851,264914241,551769092,905
467386,1804,Settlers (Sold by Sulpicians),287322237,264446855,551769092,906
283441,1804,Settlers (Sold by Sulpicians),287605678,264163414,551769092,907
280498,1804,Settlers (Sold by Sulpicians),287886176,263882916,551769092,908
298656,1804,Settlers (Sold by Sulpicians),288184832,263584260,551769092,909
70015,1804,Settlers (Sold by Sulpicians),288254847,263514245,551769092,910
248464,1805,Settlers (Sold by Sulpicians),288503311,263265781,551769092,911
262121,1805,Settlers (Sold by Sulpicians),288765432,263003660,551769092,912
253139,1805,Settlers (Sold by Sulpicians),289018571,262750521,551769092,913
252152,1805,Settlers (Sold by Sulpicians),289270723,262498369,551769092,914
278280,1805,Settlers (Sold by Sulpicians),289549003,262220089,551769092,915
248854,1805,Settlers (Sold by Sulpicians),289797857,261971235,551769092,916
232293,1805,Settlers (Sold by Sulpicians),290030150,261738942,551769092,917
233290,1805,Settlers (Sold by Sulpicians),290263440,261505652,551769092,918
280503,1805,Settlers (Sold by Sulpicians),290543943,261225149,551769092,919
258858,1805,Settlers (Sold by Sulpicians),290802801,260966291,551769092,920
249935,1805,Settlers (Sold by Sulpicians),291052736,260716356,551769092,921
447659,1805,Settlers (Sold by Sulpicians),291500395,260268697,551769092,922
265142,1805,Settlers (Sold by Sulpicians),291765537,260003555,551769092,923
301007,1805,Settlers (Sold by Sulpicians),292066544,259702548,551769092,924
269757,1805,Settlers (Sold by Sulpicians),292336301,259432791,551769092,925
277017,1805,Settlers (Sold by Sulpicians),292613318,259155774,551769092,926
346363,1805,Settlers (Sold by Sulpicians),292959681,258809411,551769092,927
248223,1806,Settlers (Sold by Sulpicians),293207904,258561188,551769092,928
259185,1806,Settlers (Sold by Sulpicians),293467089,258302003,551769092,929
286979,1806,Settlers (Sold by Sulpicians),293754068,258015024,551769092,930
251817,1806,Settlers (Sold by Sulpicians),294005885,257763207,551769092,931
268440,1809,Settlers (Sold by Sulpicians),294274325,257494767,551769092,932
253993,1809,Settlers (Sold by Sulpicians),294528318,257240774,551769092,933
354677,1809,Settlers (Sold by Sulpicians),294882995,256886097,551769092,934
354711,1810,Settlers (Sold by Sulpicians),295237706,256531386,551769092,935
370366,1810,Settlers (Sold by Sulpicians),295608072,256161020,551769092,936
373560,1810,Settlers (Sold by Sulpicians),295981632,255787460,551769092,937
287196,1810,Settlers (Sold by Sulpicians),296268828,255500264,551769092,938
312600,1810,Settlers (Sold by Sulpicians),296581428,255187664,551769092,939
235365,1810,Settlers (Sold by Sulpicians),296816793,254952299,551769092,940
274625,1810,Settlers (Sold by Sulpicians),297091418,254677674,551769092,941
47838,1810,Settlers (Sold by Sulpicians),297139256,254629836,551769092,942
48918,1810,Settlers (Sold by Sulpicians),297188174,254580918,551769092,943
31191,1810,Settlers (Sold by Sulpicians),297219365,254549727,551769092,944
37321,1810,Settlers (Sold by Sulpicians),297256686,254512406,551769092,945
43890,1810,Settlers (Sold by Sulpicians),297300576,254468516,551769092,946
37743,1810,Settlers (Sold by Sulpicians),297338319,254430773,551769092,947
32265,1810,Settlers (Sold by Sulpicians),297370584,254398508,551769092,948
389797,1812,Settlers (Sold by Sulpicians),297760381,254008711,551769092,949
206549,1812,Settlers (Sold by Sulpicians),297966930,253802162,551769092,950
319432,1812,Settlers (Sold by Sulpicians),298286362,253482730,551769092,951
327661,1812,Settlers (Sold by Sulpicians),298614023,253155069,551769092,952
253105,1815,Settlers (Sold by Sulpicians),298867128,252901964,551769092,953
273840,1815,Settlers (Sold by Sulpicians),299140968,252628124,551769092,954
57836,1818,Settlers (Sold by Sulpicians),299198804,252570288,551769092,955
418388,1819,Settlers (Sold by Sulpicians),299617192,252151900,551769092,956
261354,1819,Settlers (Sold by Sulpicians),299878546,251890546,551769092,957
284975,1821,Settlers (Sold by Sulpicians),300163521,251605571,551769092,958
302827,1821,Settlers (Sold by Sulpicians),300466348,251302744,551769092,959
430752,1821,Settlers (Sold by Sulpicians),300897100,250871992,551769092,960
313838,1821,Settlers (Sold by Sulpicians),301210938,250558154,551769092,961
364266,1821,Settlers (Sold by Sulpicians),301575204,250193888,551769092,962
323792,1821,Settlers (Sold by Sulpicians),301898996,249870096,551769092,963
376200,1821,Settlers (Sold by Sulpicians),302275196,249493896,551769092,964
411863,1821,Settlers (Sold by Sulpicians),302687059,249082033,551769092,965
388799,1821,Settlers (Sold by Sulpicians),303075858,248693234,551769092,966
339994,1821,Settlers (Sold by Sulpicians),303415852,248353240,551769092,967
279931,1821,Settlers (Sold by Sulpicians),303695783,248073309,551769092,968
562678,1821,Settlers (Sold by Sulpicians),304258461,247510631,551769092,969
461936,1821,Settlers (Sold by Sulpicians),304720397,247048695,551769092,970
350881,1822,Settlers (Sold by Sulpicians),305071278,246697814,551769092,971
415777,1822,Settlers (Sold by Sulpicians),305487055,246282037,551769092,972
431919,1822,Settlers (Sold by Sulpicians),305918974,245850118,551769092,973
405972,1822,Settlers (Sold by Sulpicians),306324946,245444146,551769092,974
397329,1822,Settlers (Sold by Sulpicians),306722275,245046817,551769092,975
394772,1822,Settlers (Sold by Sulpicians),307117047,244652045,551769092,976
280232,1822,Settlers (Sold by Sulpicians),307397279,244371813,551769092,977
248479,1822,Settlers (Sold by Sulpicians),307645758,244123334,551769092,978
234062,1822,Settlers (Sold by Sulpicians),307879820,243889272,551769092,979
273032,1822,Settlers (Sold by Sulpicians),308152852,243616240,551769092,980
276409,1822,Settlers (Sold by Sulpicians),308429261,243339831,551769092,981
263227,1822,Settlers (Sold by Sulpicians),308692488,243076604,551769092,982
266283,1822,Settlers (Sold by Sulpicians),308958771,242810321,551769092,983
242913,1822,Settlers (Sold by Sulpicians),309201684,242567408,551769092,984
315450,1822,Settlers (Sold by Sulpicians),309517134,242251958,551769092,985
482845,1822,Settlers (Sold by Sulpicians),309999979,241769113,551769092,986
364979,1822,Settlers (Sold by Sulpicians),310364958,241404134,551769092,987
580535,1822,Settlers (Sold by Sulpicians),310945493,240823599,551769092,988
489005,1822,Settlers (Sold by Sulpicians),311434498,240334594,551769092,989
361126,1822,Settlers (Sold by Sulpicians),311795624,239973468,551769092,990
338954,1822,Settlers (Sold by Sulpicians),312134578,239634514,551769092,991
276906,1822,Settlers (Sold by Sulpicians),312411484,239357608,551769092,992
290157,1822,Settlers (Sold by Sulpicians),312701641,239067451,551769092,993
204258,1822,Settlers (Sold by Sulpicians),312905899,238863193,551769092,994
465498,1822,Settlers (Sold by Sulpicians),313371397,238397695,551769092,995
444086,1822,Settlers (Sold by Sulpicians),313815483,237953609,551769092,996
466297,1822,Settlers (Sold by Sulpicians),314281780,237487312,551769092,997
332632,1822,Settlers (Sold by Sulpicians),314614412,237154680,551769092,998
506303,1822,Settlers (Sold by Sulpicians),315120715,236648377,551769092,999
377582,1822,Settlers (Sold by Sulpicians),315498297,236270795,551769092,1000
381352,1822,Settlers (Sold by Sulpicians),315879649,235889443,551769092,1001
296026,1822,Settlers (Sold by Sulpicians),316175675,235593417,551769092,1002
302714,1822,Settlers (Sold by Sulpicians),316478389,235290703,551769092,1003
265482,1822,Settlers (Sold by Sulpicians),316743871,235025221,551769092,1004
267762,1822,Settlers (Sold by Sulpicians),317011633,234757459,551769092,1005
296076,1822,Settlers (Sold by Sulpicians),317307709,234461383,551769092,1006
291387,1822,Settlers (Sold by Sulpicians),317599096,234169996,551769092,1007
251103,1822,Settlers (Sold by Sulpicians),317850199,233918893,551769092,1008
550714,1822,Settlers (Sold by Sulpicians),318400913,233368179,551769092,1009
396378,1822,Settlers (Sold by Sulpicians),318797291,232971801,551769092,1010
328206,1822,Settlers (Sold by Sulpicians),319125497,232643595,551769092,1011
349828,1822,Settlers (Sold by Sulpicians),319475325,232293767,551769092,1012
333521,1822,Settlers (Sold by Sulpicians),319808846,231960246,551769092,1013
305077,1822,Settlers (Sold by Sulpicians),320113923,231655169,551769092,1014
324700,1822,Settlers (Sold by Sulpicians),320438623,231330469,551769092,1015
379514,1822,Settlers (Sold by Sulpicians),320818137,230950955,551769092,1016
382499,1822,Settlers (Sold by Sulpicians),321200636,230568456,551769092,1017
369327,1822,Settlers (Sold by Sulpicians),321569963,230199129,551769092,1018
520080,1822,Settlers (Sold by Sulpicians),322090043,229679049,551769092,1019
449791,1822,Settlers (Sold by Sulpicians),322539834,229229258,551769092,1020
522068,1822,Settlers (Sold by Sulpicians),323061902,228707190,551769092,1021
402165,1822,Settlers (Sold by Sulpicians),323464067,228305025,551769092,1022
559409,1822,Settlers (Sold by Sulpicians),324023476,227745616,551769092,1023
477190,1822,Settlers (Sold by Sulpicians),324500666,227268426,551769092,1024
583128,1822,Settlers (Sold by Sulpicians),325083794,226685298,551769092,1025
499900,1822,Settlers (Sold by Sulpicians),325583694,226185398,551769092,1026
541102,1822,Settlers (Sold by Sulpicians),326124796,225644296,551769092,1027
530917,1822,Settlers (Sold by Sulpicians),326655713,225113379,551769092,1028
506445,1822,Settlers (Sold by Sulpicians),327162158,224606934,551769092,1029
456227,1822,Settlers (Sold by Sulpicians),327618385,224150707,551769092,1030
509104,1822,Settlers (Sold by Sulpicians),328127489,223641603,551769092,1031
464213,1822,Settlers (Sold by Sulpicians),328591702,223177390,551769092,1032
537954,1822,Settlers (Sold by Sulpicians),329129656,222639436,551769092,1033
514241,1822,Settlers (Sold by Sulpicians),329643897,222125195,551769092,1034
495436,1822,Settlers (Sold by Sulpicians),330139333,221629759,551769092,1035
348551,1822,Settlers (Sold by Sulpicians),330487884,221281208,551769092,1036
363793,1822,Settlers (Sold by Sulpicians),330851677,220917415,551769092,1037
339245,1822,Settlers (Sold by Sulpicians),331190922,220578170,551769092,1038
313417,1822,Settlers (Sold by Sulpicians),331504339,220264753,551769092,1039
405006,1822,Settlers (Sold by Sulpicians),331909345,219859747,551769092,1040
334186,1822,Settlers (Sold by Sulpicians),332243531,219525561,551769092,1041
304943,1822,Settlers (Sold by Sulpicians),332548474,219220618,551769092,1042
307642,1822,Settlers (Sold by Sulpicians),332856116,218912976,551769092,1043
394220,1822,Settlers (Sold by Sulpicians),333250336,218518756,551769092,1044
392570,1822,Settlers (Sold by Sulpicians),333642906,218126186,551769092,1045
237834,1822,Settlers (Sold by Sulpicians),333880740,217888352,551769092,1046
228109,1822,Settlers (Sold by Sulpicians),334108849,217660243,551769092,1047
262022,1822,Settlers (Sold by Sulpicians),334370871,217398221,551769092,1048
242856,1822,Settlers (Sold by Sulpicians),334613727,217155365,551769092,1049
362790,1822,Settlers (Sold by Sulpicians),334976517,216792575,551769092,1050
267019,1822,Settlers (Sold by Sulpicians),335243536,216525556,551769092,1051
322884,1822,Settlers (Sold by Sulpicians),335566420,216202672,551769092,1052
414056,1823,Settlers (Sold by Sulpicians),335980476,215788616,551769092,1053
364788,1823,Settlers (Sold by Sulpicians),336345264,215423828,551769092,1054
380422,1823,Settlers (Sold by Sulpicians),336725686,215043406,551769092,1055
372524,1823,Settlers (Sold by Sulpicians),337098210,214670882,551769092,1056
276198,1823,Settlers (Sold by Sulpicians),337374408,214394684,551769092,1057
236246,1823,Settlers (Sold by Sulpicians),337610654,214158438,551769092,1058
476299,1823,Settlers (Sold by Sulpicians),338086953,213682139,551769092,1059
419745,1824,Settlers (Sold by Sulpicians),338506698,213262394,551769092,1060
345668,1824,Settlers (Sold by Sulpicians),338852366,212916726,551769092,1061
467944,1825,Settlers (Sold by Sulpicians),339320310,212448782,551769092,1062
466170,1825,Settlers (Sold by Sulpicians),339786480,211982612,551769092,1063
377987,1825,Settlers (Sold by Sulpicians),340164467,211604625,551769092,1064
432586,1825,Settlers (Sold by Sulpicians),340597053,211172039,551769092,1065
410558,1825,Settlers (Sold by Sulpicians),341007611,210761481,551769092,1066
367670,1825,Settlers (Sold by Sulpicians),341375281,210393811,551769092,1067
319207,1825,Settlers (Sold by Sulpicians),341694488,210074604,551769092,1068
288391,1825,Settlers (Sold by Sulpicians),341982879,209786213,551769092,1069
364255,1825,Settlers (Sold by Sulpicians),342347134,209421958,551769092,1070
355237,1825,Settlers (Sold by Sulpicians),342702371,209066721,551769092,1071
298677,1825,Settlers (Sold by Sulpicians),343001048,208768044,551769092,1072
272297,1825,Settlers (Sold by Sulpicians),343273345,208495747,551769092,1073
358548,1825,Settlers (Sold by Sulpicians),343631893,208137199,551769092,1074
557262,1825,Settlers (Sold by Sulpicians),344189155,207579937,551769092,1075
469885,1825,Settlers (Sold by Sulpicians),344659040,207110052,551769092,1076
272314,1825,Settlers (Sold by Sulpicians),344931354,206837738,551769092,1077
412398,1825,Settlers (Sold by Sulpicians),345343752,206425340,551769092,1078
303574,1825,Settlers (Sold by Sulpicians),345647326,206121766,551769092,1079
389388,1825,Settlers (Sold by Sulpicians),346036714,205732378,551769092,1080
328783,1825,Settlers (Sold by Sulpicians),346365497,205403595,551769092,1081
327574,1825,Settlers (Sold by Sulpicians),346693071,205076021,551769092,1082
277141,1825,Settlers (Sold by Sulpicians),346970212,204798880,551769092,1083
325617,1825,Settlers (Sold by Sulpicians),347295829,204473263,551769092,1084
388295,1825,Settlers (Sold by Sulpicians),347684124,204084968,551769092,1085
356753,1825,Settlers (Sold by Sulpicians),348040877,203728215,551769092,1086
309358,1825,Settlers (Sold by Sulpicians),348350235,203418857,551769092,1087
280982,1825,Settlers (Sold by Sulpicians),348631217,203137875,551769092,1088
346178,1825,Settlers (Sold by Sulpicians),348977395,202791697,551769092,1089
321970,1825,Settlers (Sold by Sulpicians),349299365,202469727,551769092,1090
314561,1825,Settlers (Sold by Sulpicians),349613926,202155166,551769092,1091
307425,1825,Settlers (Sold by Sulpicians),349921351,201847741,551769092,1092
276483,1825,Settlers (Sold by Sulpicians),350197834,201571258,551769092,1093
368818,1825,Settlers (Sold by Sulpicians),350566652,201202440,551769092,1094
317799,1825,Settlers (Sold by Sulpicians),350884451,200884641,551769092,1095
285130,1825,Settlers (Sold by Sulpicians),351169581,200599511,551769092,1096
304686,1825,Settlers (Sold by Sulpicians),351474267,200294825,551769092,1097
341588,1825,Settlers (Sold by Sulpicians),351815855,199953237,551769092,1098
244796,1825,Settlers (Sold by Sulpicians),352060651,199708441,551769092,1099
327110,1825,Settlers (Sold by Sulpicians),352387761,199381331,551769092,1100
217791,1825,Settlers (Sold by Sulpicians),352605552,199163540,551769092,1101
253921,1825,Settlers (Sold by Sulpicians),352859473,198909619,551769092,1102
304952,1825,Settlers (Sold by Sulpicians),353164425,198604667,551769092,1103
141800,1825,Settlers (Sold by Sulpicians),353306225,198462867,551769092,1104
256558,1825,Settlers (Sold by Sulpicians),353562783,198206309,551769092,1105
295663,1825,Settlers (Sold by Sulpicians),353858446,197910646,551769092,1106
295409,1825,Settlers (Sold by Sulpicians),354153855,197615237,551769092,1107
263009,1825,Settlers (Sold by Sulpicians),354416864,197352228,551769092,1108
257226,1825,Settlers (Sold by Sulpicians),354674090,197095002,551769092,1109
263902,1825,Settlers (Sold by Sulpicians),354937992,196831100,551769092,1110
247799,1825,Settlers (Sold by Sulpicians),355185791,196583301,551769092,1111
247846,1825,Settlers (Sold by Sulpicians),355433637,196335455,551769092,1112
265308,1825,Settlers (Sold by Sulpicians),355698945,196070147,551769092,1113
250237,1825,Settlers (Sold by Sulpicians),355949182,195819910,551769092,1114
249512,1825,Settlers (Sold by Sulpicians),356198694,195570398,551769092,1115
278530,1825,Settlers (Sold by Sulpicians),356477224,195291868,551769092,1116
513994,1825,Settlers (Sold by Sulpicians),356991218,194777874,551769092,1117
293628,1826,Settlers (Sold by Sulpicians),357284846,194484246,551769092,1118
292669,1826,Settlers (Sold by Sulpicians),357577515,194191577,551769092,1119
218013,1826,Settlers (Sold by Sulpicians),357795528,193973564,551769092,1120
307764,1826,Settlers (Sold by Sulpicians),358103292,193665800,551769092,1121
435187,1826,Settlers (Sold by Sulpicians),358538479,193230613,551769092,1122
283296,1826,Settlers (Sold by Sulpicians),358821775,192947317,551769092,1123
347480,1826,Settlers (Sold by Sulpicians),359169255,192599837,551769092,1124
265406,1826,Settlers (Sold by Sulpicians),359434661,192334431,551769092,1125
301668,1826,Settlers (Sold by Sulpicians),359736329,192032763,551769092,1126
377558,1826,Settlers (Sold by Sulpicians),360113887,191655205,551769092,1127
244539,1826,Settlers (Sold by Sulpicians),360358426,191410666,551769092,1128
316999,1826,Settlers (Sold by Sulpicians),360675425,191093667,551769092,1129
325893,1826,Settlers (Sold by Sulpicians),361001318,190767774,551769092,1130
587014,1826,Settlers (Sold by Sulpicians),361588332,190180760,551769092,1131
444256,1826,Settlers (Sold by Sulpicians),362032588,189736504,551769092,1132
316016,1826,Settlers (Sold by Sulpicians),362348604,189420488,551769092,1133
333705,1826,Settlers (Sold by Sulpicians),362682309,189086783,551769092,1134
320145,1826,Settlers (Sold by Sulpicians),363002454,188766638,551769092,1135
289830,1826,Settlers (Sold by Sulpicians),363292284,188476808,551769092,1136
319400,1826,Settlers (Sold by Sulpicians),363611684,188157408,551769092,1137
322748,1826,Settlers (Sold by Sulpicians),363934432,187834660,551769092,1138
312178,1826,Settlers (Sold by Sulpicians),364246610,187522482,551769092,1139
358903,1826,Settlers (Sold by Sulpicians),364605513,187163579,551769092,1140
376592,1826,Settlers (Sold by Sulpicians),364982105,186786987,551769092,1141
313429,1826,Settlers (Sold by Sulpicians),365295534,186473558,551769092,1142
357555,1826,Settlers (Sold by Sulpicians),365653089,186116003,551769092,1143
369450,1826,Settlers (Sold by Sulpicians),366022539,185746553,551769092,1144
369979,1826,Settlers (Sold by Sulpicians),366392518,185376574,551769092,1145
370807,1826,Settlers (Sold by Sulpicians),366763325,185005767,551769092,1146
452834,1826,Settlers (Sold by Sulpicians),367216159,184552933,551769092,1147
445205,1826,Settlers (Sold by Sulpicians),367661364,184107728,551769092,1148
271762,1826,Settlers (Sold by Sulpicians),367933126,183835966,551769092,1149
336556,1826,Settlers (Sold by Sulpicians),368269682,183499410,551769092,1150
278273,1826,Settlers (Sold by Sulpicians),368547955,183221137,551769092,1151
278176,1826,Settlers (Sold by Sulpicians),368826131,182942961,551769092,1152
232025,1826,Settlers (Sold by Sulpicians),369058156,182710936,551769092,1153
206569,1826,Settlers (Sold by Sulpicians),369264725,182504367,551769092,1154
273505,1826,Settlers (Sold by Sulpicians),369538230,182230862,551769092,1155
315724,1826,Settlers (Sold by Sulpicians),369853954,181915138,551769092,1156
332667,1826,Settlers (Sold by Sulpicians),370186621,181582471,551769092,1157
331017,1826,Settlers (Sold by Sulpicians),370517638,181251454,551769092,1158
284204,1826,Settlers (Sold by Sulpicians),370801842,180967250,551769092,1159
337557,1826,Settlers (Sold by Sulpicians),371139399,180629693,551769092,1160
319979,1826,Settlers (Sold by Sulpicians),371459378,180309714,551769092,1161
156431,1826,Settlers (Sold by Sulpicians),371615809,180153283,551769092,1162
246422,1826,Settlers (Sold by Sulpicians),371862231,179906861,551769092,1163
246339,1826,Settlers (Sold by Sulpicians),372108570,179660522,551769092,1164
183727,1826,Settlers (Sold by Sulpicians),372292297,179476795,551769092,1165
280316,1826,Settlers (Sold by Sulpicians),372572613,179196479,551769092,1166
362197,1826,Settlers (Sold by Sulpicians),372934810,178834282,551769092,1167
464235,1826,Settlers (Sold by Sulpicians),373399045,178370047,551769092,1168
476992,1826,Settlers (Sold by Sulpicians),373876037,177893055,551769092,1169
354485,1826,Settlers (Sold by Sulpicians),374230522,177538570,551769092,1170
398312,1826,Settlers (Sold by Sulpicians),374628834,177140258,551769092,1171
314654,1826,Settlers (Sold by Sulpicians),374943488,176825604,551769092,1172
396141,1826,Settlers (Sold by Sulpicians),375339629,176429463,551769092,1173
348025,1826,Settlers (Sold by Sulpicians),375687654,176081438,551769092,1174
355087,1826,Settlers (Sold by Sulpicians),376042741,175726351,551769092,1175
325198,1826,Settlers (Sold by Sulpicians),376367939,175401153,551769092,1176
259128,1826,Settlers (Sold by Sulpicians),376627067,175142025,551769092,1177
327321,1826,Settlers (Sold by Sulpicians),376954388,174814704,551769092,1178
470951,1826,Settlers (Sold by Sulpicians),377425339,174343753,551769092,1179
311510,1826,Settlers (Sold by Sulpicians),377736849,174032243,551769092,1180
517136,1826,Settlers (Sold by Sulpicians),378253985,173515107,551769092,1181
442738,1826,Settlers (Sold by Sulpicians),378696723,173072369,551769092,1182
298240,1826,Settlers (Sold by Sulpicians),378994963,172774129,551769092,1183
337434,1826,Settlers (Sold by Sulpicians),379332397,172436695,551769092,1184
424975,1826,Settlers (Sold by Sulpicians),379757372,172011720,551769092,1185
390994,1826,Settlers (Sold by Sulpicians),380148366,171620726,551769092,1186
382305,1826,Settlers (Sold by Sulpicians),380530671,171238421,551769092,1187
425644,1826,Settlers (Sold by Sulpicians),380956315,170812777,551769092,1188
292865,1826,Settlers (Sold by Sulpicians),381249180,170519912,551769092,1189
346133,1826,Settlers (Sold by Sulpicians),381595313,170173779,551769092,1190
371191,1826,Settlers (Sold by Sulpicians),381966504,169802588,551769092,1191
357218,1826,Settlers (Sold by Sulpicians),382323722,169445370,551769092,1192
380269,1826,Settlers (Sold by Sulpicians),382703991,169065101,551769092,1193
341106,1826,Settlers (Sold by Sulpicians),383045097,168723995,551769092,1194
359204,1826,Settlers (Sold by Sulpicians),383404301,168364791,551769092,1195
319998,1826,Settlers (Sold by Sulpicians),383724299,168044793,551769092,1196
342035,1826,Settlers (Sold by Sulpicians),384066334,167702758,551769092,1197
287927,1826,Settlers (Sold by Sulpicians),384354261,167414831,551769092,1198
304583,1826,Settlers (Sold by Sulpicians),384658844,167110248,551769092,1199
651699,1826,Settlers (Sold by Sulpicians),385310543,166458549,551769092,1200
344070,1826,Settlers (Sold by Sulpicians),385654613,166114479,551769092,1201
364883,1826,Settlers (Sold by Sulpicians),386019496,165749596,551769092,1202
310318,1826,Settlers (Sold by Sulpicians),386329814,165439278,551769092,1203
310780,1826,Settlers (Sold by Sulpicians),386640594,165128498,551769092,1204
