size,year,buyer,totalS,totalK,total,index
433101,1796,Settlers (Sold by Sulpicians),144329386,407439706,551769092,435
298791,1796,Settlers (Sold by Sulpicians),144628177,407140915,551769092,436
292918,1796,Settlers (Sold by Sulpicians),144921095,406847997,551769092,437
465351,1796,Settlers (Sold by Sulpicians),145386446,406382646,551769092,438
296464,1796,Settlers (Sold by Sulpicians),145682910,406086182,551769092,439
318704,1796,Settlers (Sold by Sulpicians),146001614,405767478,551769092,440
295914,1796,Settlers (Sold by Sulpicians),146297528,405471564,551769092,441
321171,1796,Settlers (Sold by Sulpicians),146618699,405150393,551769092,442
306016,1796,Settlers (Sold by Sulpicians),146924715,404844377,551769092,443
314895,1796,Settlers (Sold by Sulpicians),147239610,404529482,551769092,444
314769,1796,Settlers (Sold by Sulpicians),147554379,404214713,551769092,445
328418,1796,Settlers (Sold by Sulpicians),147882797,403886295,551769092,446
285102,1796,Settlers (Sold by Sulpicians),148167899,403601193,551769092,447
341165,1796,Settlers (Sold by Sulpicians),148509064,403260028,551769092,448
340613,1796,Settlers (Sold by Sulpicians),148849677,402919415,551769092,449
251067,1796,Settlers (Sold by Sulpicians),149100744,402668348,551769092,450
317692,1796,Settlers (Sold by Sulpicians),149418436,402350656,551769092,451
321829,1796,Settlers (Sold by Sulpicians),149740265,402028827,551769092,452
339080,1796,Settlers (Sold by Sulpicians),150079345,401689747,551769092,453
349200,1796,Settlers (Sold by Sulpicians),150428545,401340547,551769092,454
308606,1796,Settlers (Sold by Sulpicians),150737151,401031941,551769092,455
356996,1796,Settlers (Sold by Sulpicians),151094147,400674945,551769092,456
318583,1796,Settlers (Sold by Sulpicians),151412730,400356362,551769092,457
344086,1796,Settlers (Sold by Sulpicians),151756816,400012276,551769092,458
290706,1796,Settlers (Sold by Sulpicians),152047522,399721570,551769092,459
337587,1796,Settlers (Sold by Sulpicians),152385109,399383983,551769092,460
318267,1796,Settlers (Sold by Sulpicians),152703376,399065716,551769092,461
372863,1796,Settlers (Sold by Sulpicians),153076239,398692853,551769092,462
372545,1796,Settlers (Sold by Sulpicians),153448784,398320308,551769092,463
356764,1796,Settlers (Sold by Sulpicians),153805548,397963544,551769092,464
326241,1796,Settlers (Sold by Sulpicians),154131789,397637303,551769092,465
320072,1796,Settlers (Sold by Sulpicians),154451861,397317231,551769092,466
313877,1796,Settlers (Sold by Sulpicians),154765738,397003354,551769092,467
274243,1796,Settlers (Sold by Sulpicians),155039981,396729111,551769092,468
305766,1796,Settlers (Sold by Sulpicians),155345747,396423345,551769092,469
311816,1796,Settlers (Sold by Sulpicians),155657563,396111529,551769092,470
369789,1796,Settlers (Sold by Sulpicians),156027352,395741740,551769092,471
261774,1796,Settlers (Sold by Sulpicians),156289126,395479966,551769092,472
310629,1796,Settlers (Sold by Sulpicians),156599755,395169337,551769092,473
315281,1796,Settlers (Sold by Sulpicians),156915036,394854056,551769092,474
285105,1796,Settlers (Sold by Sulpicians),157200141,394568951,551769092,475
344288,1796,Settlers (Sold by Sulpicians),157544429,394224663,551769092,476
334998,1796,Settlers (Sold by Sulpicians),157879427,393889665,551769092,477
292699,1796,Settlers (Sold by Sulpicians),158172126,393596966,551769092,478
346416,1796,Settlers (Sold by Sulpicians),158518542,393250550,551769092,479
259094,1796,Settlers (Sold by Sulpicians),158777636,392991456,551769092,480
304918,1796,Settlers (Sold by Sulpicians),159082554,392686538,551769092,481
365901,1796,Settlers (Sold by Sulpicians),159448455,392320637,551769092,482
294500,1796,Settlers (Sold by Sulpicians),159742955,392026137,551769092,483
336862,1796,Settlers (Sold by Sulpicians),160079817,391689275,551769092,484
292052,1796,Settlers (Sold by Sulpicians),160371869,391397223,551769092,485
321784,1796,Settlers (Sold by Sulpicians),160693653,391075439,551769092,486
312995,1796,Settlers (Sold by Sulpicians),161006648,390762444,551769092,487
291537,1796,Settlers (Sold by Sulpicians),161298185,390470907,551769092,488
277974,1796,Settlers (Sold by Sulpicians),161576159,390192933,551769092,489
309495,1796,Settlers (Sold by Sulpicians),161885654,389883438,551769092,490
221778,1796,Settlers (Sold by Sulpicians),162107432,389661660,551769092,491
256811,1796,Settlers (Sold by Sulpicians),162364243,389404849,551769092,492
268525,1796,Settlers (Sold by Sulpicians),162632768,389136324,551769092,493
263498,1796,Settlers (Sold by Sulpicians),162896266,388872826,551769092,494
140471,1796,Settlers (Sold by Sulpicians),163036737,388732355,551769092,495
159248,1796,Settlers (Sold by Sulpicians),163195985,388573107,551769092,496
108831,1796,Settlers (Sold by Sulpicians),163304816,388464276,551769092,497
140829,1796,Settlers (Sold by Sulpicians),163445645,388323447,551769092,498
171859,1796,Settlers (Sold by Sulpicians),163617504,388151588,551769092,499
333181,1796,Settlers (Sold by Sulpicians),163950685,387818407,551769092,500
298369,1796,Settlers (Sold by Sulpicians),164249054,387520038,551769092,501
298620,1796,Settlers (Sold by Sulpicians),164547674,387221418,551769092,502
236881,1796,Settlers (Sold by Sulpicians),164784555,386984537,551769092,503
214490,1796,Settlers (Sold by Sulpicians),164999045,386770047,551769092,504
215882,1796,Settlers (Sold by Sulpicians),165214927,386554165,551769092,505
208710,1796,Settlers (Sold by Sulpicians),165423637,386345455,551769092,506
191416,1796,Settlers (Sold by Sulpicians),165615053,386154039,551769092,507
231956,1796,Settlers (Sold by Sulpicians),165847009,385922083,551769092,508
232226,1796,Settlers (Sold by Sulpicians),166079235,385689857,551769092,509
253644,1796,Settlers (Sold by Sulpicians),166332879,385436213,551769092,510
227086,1796,Settlers (Sold by Sulpicians),166559965,385209127,551769092,511
209363,1796,Settlers (Sold by Sulpicians),166769328,384999764,551769092,512
133691,1796,Settlers (Sold by Sulpicians),166903019,384866073,551769092,513
197016,1796,Settlers (Sold by Sulpicians),167100035,384669057,551769092,514
124315,1796,Settlers (Sold by Sulpicians),167224350,384544742,551769092,515
225079,1796,Settlers (Sold by Sulpicians),167449429,384319663,551769092,516
307729,1796,Settlers (Sold by Sulpicians),167757158,384011934,551769092,517
383543,1796,Settlers (Sold by Sulpicians),168140701,383628391,551769092,518
324632,1797,Settlers (Sold by Sulpicians),168465333,383303759,551769092,519
337502,1797,Settlers (Sold by Sulpicians),168802835,382966257,551769092,520
393032,1797,Settlers (Sold by Sulpicians),169195867,382573225,551769092,521
347955,1797,Settlers (Sold by Sulpicians),169543822,382225270,551769092,522
318823,1797,Settlers (Sold by Sulpicians),169862645,381906447,551769092,523
368833,1797,Settlers (Sold by Sulpicians),170231478,381537614,551769092,524
406136,1797,Settlers (Sold by Sulpicians),170637614,381131478,551769092,525
266195,1797,Settlers (Sold by Sulpicians),170903809,380865283,551769092,526
315068,1797,Settlers (Sold by Sulpicians),171218877,380550215,551769092,527
305766,1797,Settlers (Sold by Sulpicians),171524643,380244449,551769092,528
323492,1797,Settlers (Sold by Sulpicians),171848135,379920957,551769092,529
295937,1797,Settlers (Sold by Sulpicians),172144072,379625020,551769092,530
264520,1797,Settlers (Sold by Sulpicians),172408592,379360500,551769092,531
301062,1797,Settlers (Sold by Sulpicians),172709654,379059438,551769092,532
311846,1797,Settlers (Sold by Sulpicians),173021500,378747592,551769092,533
354619,1797,Settlers (Sold by Sulpicians),173376119,378392973,551769092,534
241939,1797,Settlers (Sold by Sulpicians),173618058,378151034,551769092,535
257418,1797,Settlers (Sold by Sulpicians),173875476,377893616,551769092,536
243906,1797,Settlers (Sold by Sulpicians),174119382,377649710,551769092,537
250518,1797,Settlers (Sold by Sulpicians),174369900,377399192,551769092,538
259509,1797,Settlers (Sold by Sulpicians),174629409,377139683,551769092,539
246943,1797,Settlers (Sold by Sulpicians),174876352,376892740,551769092,540
292678,1797,Settlers (Sold by Sulpicians),175169030,376600062,551769092,541
247341,1797,Settlers (Sold by Sulpicians),175416371,376352721,551769092,542
274411,1797,Settlers (Sold by Sulpicians),175690782,376078310,551769092,543
257625,1797,Settlers (Sold by Sulpicians),175948407,375820685,551769092,544
258560,1797,Settlers (Sold by Sulpicians),176206967,375562125,551769092,545
248610,1797,Settlers (Sold by Sulpicians),176455577,375313515,551769092,546
247865,1797,Settlers (Sold by Sulpicians),176703442,375065650,551769092,547
262681,1797,Settlers (Sold by Sulpicians),176966123,374802969,551769092,548
276623,1797,Settlers (Sold by Sulpicians),177242746,374526346,551769092,549
173867,1797,Settlers (Sold by Sulpicians),177416613,374352479,551769092,550
230548,1797,Settlers (Sold by Sulpicians),177647161,374121931,551769092,551
281223,1797,Settlers (Sold by Sulpicians),177928384,373840708,551769092,552
216981,1797,Settlers (Sold by Sulpicians),178145365,373623727,551769092,553
235195,1797,Settlers (Sold by Sulpicians),178380560,373388532,551769092,554
228682,1797,Settlers (Sold by Sulpicians),178609242,373159850,551769092,555
226545,1797,Settlers (Sold by Sulpicians),178835787,372933305,551769092,556
235740,1797,Settlers (Sold by Sulpicians),179071527,372697565,551769092,557
301753,1797,Settlers (Sold by Sulpicians),179373280,372395812,551769092,558
333839,1797,Settlers (Sold by Sulpicians),179707119,372061973,551769092,559
233089,1797,Settlers (Sold by Sulpicians),179940208,371828884,551769092,560
243929,1797,Settlers (Sold by Sulpicians),180184137,371584955,551769092,561
233407,1797,Settlers (Sold by Sulpicians),180417544,371351548,551769092,562
336009,1797,Settlers (Sold by Sulpicians),180753553,371015539,551769092,563
350903,1798,Settlers (Sold by Sulpicians),181104456,370664636,551769092,564
336183,1798,Settlers (Sold by Sulpicians),181440639,370328453,551769092,565
397642,1798,Settlers (Sold by Sulpicians),181838281,369930811,551769092,566
269596,1798,Settlers (Sold by Sulpicians),182107877,369661215,551769092,567
430394,1798,Settlers (Sold by Sulpicians),182538271,369230821,551769092,568
381064,1798,Settlers (Sold by Sulpicians),182919335,368849757,551769092,569
565875,1798,Settlers (Sold by Sulpicians),183485210,368283882,551769092,570
322114,1798,Settlers (Sold by Sulpicians),183807324,367961768,551769092,571
178592,1798,Settlers (Sold by Sulpicians),183985916,367783176,551769092,572
208345,1798,Settlers (Sold by Sulpicians),184194261,367574831,551769092,573
564654,1798,Settlers (Sold by Sulpicians),184758915,367010177,551769092,574
289769,1798,Settlers (Sold by Sulpicians),185048684,366720408,551769092,575
338056,1798,Settlers (Sold by Sulpicians),185386740,366382352,551769092,576
303262,1798,Settlers (Sold by Sulpicians),185690002,366079090,551769092,577
289626,1798,Settlers (Sold by Sulpicians),185979628,365789464,551769092,578
423200,1798,Settlers (Sold by Sulpicians),186402828,365366264,551769092,579
373176,1798,Settlers (Sold by Sulpicians),186776004,364993088,551769092,580
244109,1798,Settlers (Sold by Sulpicians),187020113,364748979,551769092,581
325799,1798,Settlers (Sold by Sulpicians),187345912,364423180,551769092,582
319857,1798,Settlers (Sold by Sulpicians),187665769,364103323,551769092,583
309833,1798,Settlers (Sold by Sulpicians),187975602,363793490,551769092,584
306920,1798,Settlers (Sold by Sulpicians),188282522,363486570,551769092,585
331885,1798,Settlers (Sold by Sulpicians),188614407,363154685,551769092,586
334544,1798,Settlers (Sold by Sulpicians),188948951,362820141,551769092,587
279385,1798,Settlers (Sold by Sulpicians),189228336,362540756,551769092,588
311512,1798,Settlers (Sold by Sulpicians),189539848,362229244,551769092,589
307360,1798,Settlers (Sold by Sulpicians),189847208,361921884,551769092,590
308613,1798,Settlers (Sold by Sulpicians),190155821,361613271,551769092,591
323503,1798,Settlers (Sold by Sulpicians),190479324,361289768,551769092,592
297091,1798,Settlers (Sold by Sulpicians),190776415,360992677,551769092,593
298489,1798,Settlers (Sold by Sulpicians),191074904,360694188,551769092,594
297458,1798,Settlers (Sold by Sulpicians),191372362,360396730,551769092,595
380733,1798,Settlers (Sold by Sulpicians),191753095,360015997,551769092,596
289091,1798,Settlers (Sold by Sulpicians),192042186,359726906,551769092,597
336806,1798,Settlers (Sold by Sulpicians),192378992,359390100,551769092,598
248811,1798,Settlers (Sold by Sulpicians),192627803,359141289,551769092,599
306404,1798,Settlers (Sold by Sulpicians),192934207,358834885,551769092,600
246929,1798,Settlers (Sold by Sulpicians),193181136,358587956,551769092,601
274651,1798,Settlers (Sold by Sulpicians),193455787,358313305,551769092,602
229890,1798,Settlers (Sold by Sulpicians),193685677,358083415,551769092,603
261092,1798,Settlers (Sold by Sulpicians),193946769,357822323,551769092,604
270540,1798,Settlers (Sold by Sulpicians),194217309,357551783,551769092,605
229458,1798,Settlers (Sold by Sulpicians),194446767,357322325,551769092,606
234687,1798,Settlers (Sold by Sulpicians),194681454,357087638,551769092,607
246293,1798,Settlers (Sold by Sulpicians),194927747,356841345,551769092,608
271375,1798,Settlers (Sold by Sulpicians),195199122,356569970,551769092,609
242201,1798,Settlers (Sold by Sulpicians),195441323,356327769,551769092,610
247754,1798,Settlers (Sold by Sulpicians),195689077,356080015,551769092,611
260032,1798,Settlers (Sold by Sulpicians),195949109,355819983,551769092,612
229199,1798,Settlers (Sold by Sulpicians),196178308,355590784,551769092,613
259691,1798,Settlers (Sold by Sulpicians),196437999,355331093,551769092,614
257549,1798,Settlers (Sold by Sulpicians),196695548,355073544,551769092,615
289357,1798,Settlers (Sold by Sulpicians),196984905,354784187,551769092,616
245601,1798,Settlers (Sold by Sulpicians),197230506,354538586,551769092,617
206141,1798,Settlers (Sold by Sulpicians),197436647,354332445,551769092,618
246639,1798,Settlers (Sold by Sulpicians),197683286,354085806,551769092,619
277203,1798,Settlers (Sold by Sulpicians),197960489,353808603,551769092,620
268867,1798,Settlers (Sold by Sulpicians),198229356,353539736,551769092,621
262783,1798,Settlers (Sold by Sulpicians),198492139,353276953,551769092,622
190900,1798,Settlers (Sold by Sulpicians),198683039,353086053,551769092,623
231837,1798,Settlers (Sold by Sulpicians),198914876,352854216,551769092,624
245561,1798,Settlers (Sold by Sulpicians),199160437,352608655,551769092,625
225040,1798,Settlers (Sold by Sulpicians),199385477,352383615,551769092,626
248780,1798,Settlers (Sold by Sulpicians),199634257,352134835,551769092,627
253807,1798,Settlers (Sold by Sulpicians),199888064,351881028,551769092,628
220677,1798,Settlers (Sold by Sulpicians),200108741,351660351,551769092,629
186541,1798,Settlers (Sold by Sulpicians),200295282,351473810,551769092,630
208128,1798,Settlers (Sold by Sulpicians),200503410,351265682,551769092,631
247218,1798,Settlers (Sold by Sulpicians),200750628,351018464,551769092,632
354593,1798,Settlers (Sold by Sulpicians),201105221,350663871,551769092,633
351660,1798,Settlers (Sold by Sulpicians),201456881,350312211,551769092,634
199104,1798,Settlers (Sold by Sulpicians),201655985,350113107,551769092,635
318564,1798,Settlers (Sold by Sulpicians),201974549,349794543,551769092,636
196576,1798,Settlers (Sold by Sulpicians),202171125,349597967,551769092,637
211608,1798,Settlers (Sold by Sulpicians),202382733,349386359,551769092,638
244644,1798,Settlers (Sold by Sulpicians),202627377,349141715,551769092,639
303820,1798,Settlers (Sold by Sulpicians),202931197,348837895,551769092,640
365910,1798,Settlers (Sold by Sulpicians),203297107,348471985,551769092,641
497857,1799,Settlers (Sold by Sulpicians),203794964,347974128,551769092,642
623054,1799,Settlers (Sold by Sulpicians),204418018,347351074,551769092,643
248189,1799,Settlers (Sold by Sulpicians),204666207,347102885,551769092,644
547826,1799,Settlers (Sold by Sulpicians),205214033,346555059,551769092,645
493996,1799,Settlers (Sold by Sulpicians),205708029,346061063,551769092,646
360072,1799,Settlers (Sold by Sulpicians),206068101,345700991,551769092,647
356560,1799,Settlers (Sold by Sulpicians),206424661,345344431,551769092,648
205060,1799,Settlers (Sold by Sulpicians),206629721,345139371,551769092,649
273968,1799,Settlers (Sold by Sulpicians),206903689,344865403,551769092,650
311894,1799,Settlers (Sold by Sulpicians),207215583,344553509,551769092,651
287312,1799,Settlers (Sold by Sulpicians),207502895,344266197,551769092,652
375485,1799,Settlers (Sold by Sulpicians),207878380,343890712,551769092,653
444346,1799,Settlers (Sold by Sulpicians),208322726,343446366,551769092,654
383523,1799,Settlers (Sold by Sulpicians),208706249,343062843,551769092,655
430408,1799,Settlers (Sold by Sulpicians),209136657,342632435,551769092,656
348513,1799,Settlers (Sold by Sulpicians),209485170,342283922,551769092,657
382686,1799,Settlers (Sold by Sulpicians),209867856,341901236,551769092,658
255737,1799,Settlers (Sold by Sulpicians),210123593,341645499,551769092,659
364152,1799,Settlers (Sold by Sulpicians),210487745,341281347,551769092,660
415648,1799,Settlers (Sold by Sulpicians),210903393,340865699,551769092,661
383002,1799,Settlers (Sold by Sulpicians),211286395,340482697,551769092,662
387670,1799,Settlers (Sold by Sulpicians),211674065,340095027,551769092,663
392638,1799,Settlers (Sold by Sulpicians),212066703,339702389,551769092,664
372351,1799,Settlers (Sold by Sulpicians),212439054,339330038,551769092,665
330811,1799,Settlers (Sold by Sulpicians),212769865,338999227,551769092,666
291941,1799,Settlers (Sold by Sulpicians),213061806,338707286,551769092,667
360177,1799,Settlers (Sold by Sulpicians),213421983,338347109,551769092,668
416083,1799,Settlers (Sold by Sulpicians),213838066,337931026,551769092,669
403405,1799,Settlers (Sold by Sulpicians),214241471,337527621,551769092,670
452202,1799,Settlers (Sold by Sulpicians),214693673,337075419,551769092,671
257198,1799,Settlers (Sold by Sulpicians),214950871,336818221,551769092,672
232599,1799,Settlers (Sold by Sulpicians),215183470,336585622,551769092,673
226130,1799,Settlers (Sold by Sulpicians),215409600,336359492,551769092,674
196214,1799,Settlers (Sold by Sulpicians),215605814,336163278,551769092,675
200559,1799,Settlers (Sold by Sulpicians),215806373,335962719,551769092,676
382578,1799,Settlers (Sold by Sulpicians),216188951,335580141,551769092,677
534627,1799,Settlers (Sold by Sulpicians),216723578,335045514,551769092,678
397024,1799,Settlers (Sold by Sulpicians),217120602,334648490,551769092,679
567965,1799,Settlers (Sold by Sulpicians),217688567,334080525,551769092,680
475778,1799,Settlers (Sold by Sulpicians),218164345,333604747,551769092,681
392948,1799,Settlers (Sold by Sulpicians),218557293,333211799,551769092,682
406231,1799,Settlers (Sold by Sulpicians),218963524,332805568,551769092,683
377888,1799,Settlers (Sold by Sulpicians),219341412,332427680,551769092,684
378512,1799,Settlers (Sold by Sulpicians),219719924,332049168,551769092,685
350922,1799,Settlers (Sold by Sulpicians),220070846,331698246,551769092,686
344108,1799,Settlers (Sold by Sulpicians),220414954,331354138,551769092,687
367787,1799,Settlers (Sold by Sulpicians),220782741,330986351,551769092,688
415895,1799,Settlers (Sold by Sulpicians),221198636,330570456,551769092,689
466798,1799,Settlers (Sold by Sulpicians),221665434,330103658,551769092,690
417429,1799,Settlers (Sold by Sulpicians),222082863,329686229,551769092,691
389412,1799,Settlers (Sold by Sulpicians),222472275,329296817,551769092,692
435898,1799,Settlers (Sold by Sulpicians),222908173,328860919,551769092,693
387702,1799,Settlers (Sold by Sulpicians),223295875,328473217,551769092,694
369048,1799,Settlers (Sold by Sulpicians),223664923,328104169,551769092,695
386958,1799,Settlers (Sold by Sulpicians),224051881,327717211,551769092,696
346148,1799,Settlers (Sold by Sulpicians),224398029,327371063,551769092,697
514836,1799,Settlers (Sold by Sulpicians),224912865,326856227,551769092,698
276621,1799,Settlers (Sold by Sulpicians),225189486,326579606,551769092,699
310050,1799,Settlers (Sold by Sulpicians),225499536,326269556,551769092,700
293164,1799,Settlers (Sold by Sulpicians),225792700,325976392,551769092,701
260178,1799,Settlers (Sold by Sulpicians),226052878,325716214,551769092,702
308906,1799,Settlers (Sold by Sulpicians),226361784,325407308,551769092,703
368054,1800,Settlers (Sold by Sulpicians),226729838,325039254,551769092,704
325761,1800,Settlers (Sold by Sulpicians),227055599,324713493,551769092,705
342489,1800,Settlers (Sold by Sulpicians),227398088,324371004,551769092,706
236703,1800,Settlers (Sold by Sulpicians),227634791,324134301,551769092,707
393752,1800,Settlers (Sold by Sulpicians),228028543,323740549,551769092,708
409973,1800,Settlers (Sold by Sulpicians),228438516,323330576,551769092,709
407958,1800,Settlers (Sold by Sulpicians),228846474,322922618,551769092,710
258482,1800,Settlers (Sold by Sulpicians),229104956,322664136,551769092,711
251223,1800,Settlers (Sold by Sulpicians),229356179,322412913,551769092,712
252442,1800,Settlers (Sold by Sulpicians),229608621,322160471,551769092,713
237276,1800,Settlers (Sold by Sulpicians),229845897,321923195,551769092,714
233545,1800,Settlers (Sold by Sulpicians),230079442,321689650,551769092,715
279176,1800,Settlers (Sold by Sulpicians),230358618,321410474,551769092,716
157833,1800,Settlers (Sold by Sulpicians),230516451,321252641,551769092,717
255560,1800,Settlers (Sold by Sulpicians),230772011,320997081,551769092,718
173565,1800,Settlers (Sold by Sulpicians),230945576,320823516,551769092,719
196583,1800,Settlers (Sold by Sulpicians),231142159,320626933,551769092,720
113839,1800,Settlers (Sold by Sulpicians),231255998,320513094,551769092,721
333591,1801,Settlers (Sold by Sulpicians),231589589,320179503,551769092,722
374617,1801,Settlers (Sold by Sulpicians),231964206,319804886,551769092,723
307827,1801,Settlers (Sold by Sulpicians),232272033,319497059,551769092,724
329647,1801,Settlers (Sold by Sulpicians),232601680,319167412,551769092,725
305963,1801,Settlers (Sold by Sulpicians),232907643,318861449,551769092,726
411144,1801,Settlers (Sold by Sulpicians),233318787,318450305,551769092,727
333255,1801,Settlers (Sold by Sulpicians),233652042,318117050,551769092,728
265345,1801,Settlers (Sold by Sulpicians),233917387,317851705,551769092,729
303820,1801,Settlers (Sold by Sulpicians),234221207,317547885,551769092,730
318027,1801,Settlers (Sold by Sulpicians),234539234,317229858,551769092,731
264495,1801,Settlers (Sold by Sulpicians),234803729,316965363,551769092,732
835987,1801,Settlers (Sold by Sulpicians),235639716,316129376,551769092,733
375115,1801,Settlers (Sold by Sulpicians),236014831,315754261,551769092,734
298361,1802,Settlers (Sold by Sulpicians),236313192,315455900,551769092,735
288019,1802,Settlers (Sold by Sulpicians),236601211,315167881,551769092,736
284259,1802,Settlers (Sold by Sulpicians),236885470,314883622,551769092,737
390230,1802,Settlers (Sold by Sulpicians),237275700,314493392,551769092,738
296288,1802,Settlers (Sold by Sulpicians),237571988,314197104,551769092,739
310382,1802,Settlers (Sold by Sulpicians),237882370,313886722,551769092,740
314478,1802,Settlers (Sold by Sulpicians),238196848,313572244,551769092,741
325218,1802,Settlers (Sold by Sulpicians),238522066,313247026,551769092,742
296868,1802,Settlers (Sold by Sulpicians),238818934,312950158,551769092,743
196191,1802,Settlers (Sold by Sulpicians),239015125,312753967,551769092,744
415784,1802,Settlers (Sold by Sulpicians),239430909,312338183,551769092,745
255521,1802,Settlers (Sold by Sulpicians),239686430,312082662,551769092,746
387728,1802,Settlers (Sold by Sulpicians),240074158,311694934,551769092,747
391644,1802,Settlers (Sold by Sulpicians),240465802,311303290,551769092,748
276473,1802,Settlers (Sold by Sulpicians),240742275,311026817,551769092,749
512139,1802,Settlers (Sold by Sulpicians),241254414,310514678,551769092,750
306403,1802,Settlers (Sold by Sulpicians),241560817,310208275,551769092,751
290781,1802,Settlers (Sold by Sulpicians),241851598,309917494,551769092,752
554635,1802,Settlers (Sold by Sulpicians),242406233,309362859,551769092,753
235399,1802,Settlers (Sold by Sulpicians),242641632,309127460,551769092,754
313360,1802,Settlers (Sold by Sulpicians),242954992,308814100,551769092,755
384978,1802,Settlers (Sold by Sulpicians),243339970,308429122,551769092,756
318710,1802,Settlers (Sold by Sulpicians),243658680,308110412,551769092,757
210578,1802,Settlers (Sold by Sulpicians),243869258,307899834,551769092,758
288430,1803,Settlers (Sold by Sulpicians),244157688,307611404,551769092,759
240348,1803,Settlers (Sold by Sulpicians),244398036,307371056,551769092,760
240561,1803,Settlers (Sold by Sulpicians),244638597,307130495,551769092,761
371837,1803,Settlers (Sold by Sulpicians),245010434,306758658,551769092,762
309322,1803,Settlers (Sold by Sulpicians),245319756,306449336,551769092,763
344054,1803,Settlers (Sold by Sulpicians),245663810,306105282,551769092,764
203484,1803,Settlers (Sold by Sulpicians),245867294,305901798,551769092,765
278326,1803,Settlers (Sold by Sulpicians),246145620,305623472,551769092,766
298938,1803,Settlers (Sold by Sulpicians),246444558,305324534,551769092,767
401968,1803,Settlers (Sold by Sulpicians),246846526,304922566,551769092,768
450855,1803,Settlers (Sold by Sulpicians),247297381,304471711,551769092,769
434712,1803,Settlers (Sold by Sulpicians),247732093,304036999,551769092,770
400709,1803,Settlers (Sold by Sulpicians),248132802,303636290,551769092,771
291627,1803,Settlers (Sold by Sulpicians),248424429,303344663,551769092,772
344608,1803,Settlers (Sold by Sulpicians),248769037,303000055,551769092,773
369959,1803,Settlers (Sold by Sulpicians),249138996,302630096,551769092,774
187250,1803,Settlers (Sold by Sulpicians),249326246,302442846,551769092,775
350033,1803,Settlers (Sold by Sulpicians),249676279,302092813,551769092,776
333911,1803,Settlers (Sold by Sulpicians),250010190,301758902,551769092,777
276849,1803,Settlers (Sold by Sulpicians),250287039,301482053,551769092,778
299729,1803,Settlers (Sold by Sulpicians),250586768,301182324,551769092,779
282058,1803,Settlers (Sold by Sulpicians),250868826,300900266,551769092,780
289981,1803,Settlers (Sold by Sulpicians),251158807,300610285,551769092,781
330702,1803,Settlers (Sold by Sulpicians),251489509,300279583,551769092,782
648512,1803,Settlers (Sold by Sulpicians),252138021,299631071,551769092,783
524523,1803,Settlers (Sold by Sulpicians),252662544,299106548,551769092,784
346290,1803,Settlers (Sold by Sulpicians),253008834,298760258,551769092,785
451680,1803,Settlers (Sold by Sulpicians),253460514,298308578,551769092,786
431820,1803,Settlers (Sold by Sulpicians),253892334,297876758,551769092,787
341418,1803,Settlers (Sold by Sulpicians),254233752,297535340,551769092,788
255134,1803,Settlers (Sold by Sulpicians),254488886,297280206,551769092,789
466647,1803,Settlers (Sold by Sulpicians),254955533,296813559,551769092,790
389372,1803,Settlers (Sold by Sulpicians),255344905,296424187,551769092,791
250320,1803,Settlers (Sold by Sulpicians),255595225,296173867,551769092,792
397223,1803,Settlers (Sold by Sulpicians),255992448,295776644,551769092,793
289473,1803,Settlers (Sold by Sulpicians),256281921,295487171,551769092,794
308815,1803,Settlers (Sold by Sulpicians),256590736,295178356,551769092,795
276481,1803,Settlers (Sold by Sulpicians),256867217,294901875,551769092,796
312717,1803,Settlers (Sold by Sulpicians),257179934,294589158,551769092,797
305348,1803,Settlers (Sold by Sulpicians),257485282,294283810,551769092,798
277070,1803,Settlers (Sold by Sulpicians),257762352,294006740,551769092,799
259949,1803,Settlers (Sold by Sulpicians),258022301,293746791,551769092,800
278310,1803,Settlers (Sold by Sulpicians),258300611,293468481,551769092,801
271632,1803,Settlers (Sold by Sulpicians),258572243,293196849,551769092,802
334902,1803,Settlers (Sold by Sulpicians),258907145,292861947,551769092,803
346499,1803,Settlers (Sold by Sulpicians),259253644,292515448,551769092,804
315609,1803,Settlers (Sold by Sulpicians),259569253,292199839,551769092,805
237309,1803,Settlers (Sold by Sulpicians),259806562,291962530,551769092,806
199148,1803,Settlers (Sold by Sulpicians),260005710,291763382,551769092,807
142358,1803,Settlers (Sold by Sulpicians),260148068,291621024,551769092,808
318791,1803,Settlers (Sold by Sulpicians),260466859,291302233,551769092,809
386625,1803,Settlers (Sold by Sulpicians),260853484,290915608,551769092,810
353689,1803,Settlers (Sold by Sulpicians),261207173,290561919,551769092,811
395655,1803,Settlers (Sold by Sulpicians),261602828,290166264,551769092,812
191866,1803,Settlers (Sold by Sulpicians),261794694,289974398,551769092,813
359564,1803,Settlers (Sold by Sulpicians),262154258,289614834,551769092,814
320597,1803,Settlers (Sold by Sulpicians),262474855,289294237,551769092,815
215043,1804,Settlers (Sold by Sulpicians),262689898,289079194,551769092,816
27392,1804,Settlers (Sold by Sulpicians),262717290,289051802,551769092,817
73867,1804,Settlers (Sold by Sulpicians),262791157,288977935,551769092,818
68618,1804,Settlers (Sold by Sulpicians),262859775,288909317,551769092,819
87769,1804,Settlers (Sold by Sulpicians),262947544,288821548,551769092,820
169326,1804,Settlers (Sold by Sulpicians),263116870,288652222,551769092,821
235010,1804,Settlers (Sold by Sulpicians),263351880,288417212,551769092,822
